asset,part_id,registry_id,part_name,variant,category,group,grid,size_cells_WxHxD,dims_m_WxHxD,tier,art_set,complexity,mass_kg,hp,power_kw,recipe,lod0_tris,lod1_tris,lod2_tris,lod3_tris,build_stages,collision_max_hulls,texture_strategy,texel_density_px_m,mount_faces,airtight_faces,sockets,moving_parts,emissive,debris_set,blend_path,export_path,status,owner,notes
SM_PRO_StageSeparator_SG,PRO-020,block.propulsion.stage_separator,Stage Separator,,PRO,Launch Hardware,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,20,60,0,steel_plate:2; explosives:1; construction_component:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,top bottom,,,Separation ring halves: push apart on springs,,XS,assets/parts/propulsion/SM_PRO_StageSeparator_SG.blend,export/parts/propulsion/SM_PRO_StageSeparator_SG.fbx,Not started,,Thin ring (0.5 m LG). Top and bottom halves are separate meshes that become separate grids.
SM_PRO_LaunchClamp_Manual_LG,PRO-021,block.propulsion.launch_clamp,Launch Clamp,Manual,PRO,Launch Hardware,LG,1×3×1,2.50x7.50x2.50,T1,IND,M,6000,5000,0,steel_plate:60; girder:20; motor:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom back,,SOCKET_Interact_Front_01,"Clamp arm: retracts 90°, 1.5 s | Manual release lever (Tug's lever)",,M,assets/parts/propulsion/SM_PRO_LaunchClamp_Manual_LG.blend,export/parts/propulsion/SM_PRO_LaunchClamp_Manual_LG.fbx,Not started,,Two assets: SM_PRO_LaunchClamp (manual lever) and the 'Automated' variant with a pneumatic actuator — the hidden engineering solution that saves Tug.
SM_PRO_LaunchClamp_Automated_LG,PRO-021,block.propulsion.launch_clamp,Launch Clamp,Automated,PRO,Launch Hardware,LG,1×3×1,2.50x7.50x2.50,T1,IND,M,6000,5000,0,steel_plate:60; girder:20; motor:6; computer:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom back,,SOCKET_Interact_Front_01,"Clamp arm: retracts 90°, 1.5 s | Manual release lever (Tug's lever)",,M,assets/parts/propulsion/SM_PRO_LaunchClamp_Automated_LG.blend,export/parts/propulsion/SM_PRO_LaunchClamp_Automated_LG.fbx,Not started,,Two assets: SM_PRO_LaunchClamp (manual lever) and the 'Automated' variant with a pneumatic actuator — the hidden engineering solution that saves Tug.
SM_PRO_HeatShield_Block_LG,PRO-022,block.propulsion.heat_shield,Heat Shield,Block,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,800,1200,0,steel_plate:10; heat_shield_tile:25,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,,,S,assets/parts/propulsion/SM_PRO_HeatShield_Block_LG.blend,export/parts/propulsion/SM_PRO_HeatShield_Block_LG.fbx,Not started,,Black hexagonal tile pattern; char and ablation driven by a 'Burn' parameter after re-entry.
SM_PRO_HeatShield_Block_SG,PRO-022,block.propulsion.heat_shield,Heat Shield,Block,PRO,Launch Hardware,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,30,80,0,heat_shield_tile:2,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,,,XS,assets/parts/propulsion/SM_PRO_HeatShield_Block_SG.blend,export/parts/propulsion/SM_PRO_HeatShield_Block_SG.fbx,Not started,,Black hexagonal tile pattern; char and ablation driven by a 'Burn' parameter after re-entry.
SM_PRO_HeatShield_Slope_LG,PRO-022,block.propulsion.heat_shield,Heat Shield,Slope,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,400,600,0,steel_plate:5; heat_shield_tile:12,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,,,S,assets/parts/propulsion/SM_PRO_HeatShield_Slope_LG.blend,export/parts/propulsion/SM_PRO_HeatShield_Slope_LG.fbx,Not started,,Black hexagonal tile pattern; char and ablation driven by a 'Burn' parameter after re-entry.
SM_PRO_HeatShield_Slope_SG,PRO-022,block.propulsion.heat_shield,Heat Shield,Slope,PRO,Launch Hardware,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,15,40,0,heat_shield_tile:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,,,XS,assets/parts/propulsion/SM_PRO_HeatShield_Slope_SG.blend,export/parts/propulsion/SM_PRO_HeatShield_Slope_SG.fbx,Not started,,Black hexagonal tile pattern; char and ablation driven by a 'Burn' parameter after re-entry.
SM_PRO_HeatShield_Corner_LG,PRO-022,block.propulsion.heat_shield,Heat Shield,Corner,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,160,240,0,steel_plate:2; heat_shield_tile:5,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,,,S,assets/parts/propulsion/SM_PRO_HeatShield_Corner_LG.blend,export/parts/propulsion/SM_PRO_HeatShield_Corner_LG.fbx,Not started,,Black hexagonal tile pattern; char and ablation driven by a 'Burn' parameter after re-entry.
SM_PRO_HeatShield_Corner_SG,PRO-022,block.propulsion.heat_shield,Heat Shield,Corner,PRO,Launch Hardware,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,6.0,16,0,heat_shield_tile:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,,,XS,assets/parts/propulsion/SM_PRO_HeatShield_Corner_SG.blend,export/parts/propulsion/SM_PRO_HeatShield_Corner_SG.fbx,Not started,,Black hexagonal tile pattern; char and ablation driven by a 'Burn' parameter after re-entry.
SM_PRO_AerodynamicFairing_Straight_LG,PRO-023,block.propulsion.aerodynamic_fairing,Aerodynamic Fairing,Straight,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,500,0,steel_plate:6; bio_plastic:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom,,,,,S,assets/parts/propulsion/SM_PRO_AerodynamicFairing_Straight_LG.blend,export/parts/propulsion/SM_PRO_AerodynamicFairing_Straight_LG.fbx,Not started,,Shares the Round Slope profile.
SM_PRO_AerodynamicFairing_Straight_SG,PRO-023,block.propulsion.aerodynamic_fairing,Aerodynamic Fairing,Straight,PRO,Launch Hardware,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,12,40,0,steel_plate:1; bio_plastic:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom,,,,,XS,assets/parts/propulsion/SM_PRO_AerodynamicFairing_Straight_SG.blend,export/parts/propulsion/SM_PRO_AerodynamicFairing_Straight_SG.fbx,Not started,,Shares the Round Slope profile.
SM_PRO_AerodynamicFairing_NoseCone_LG,PRO-023,block.propulsion.aerodynamic_fairing,Aerodynamic Fairing,Nose Cone,PRO,Launch Hardware,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,500,0,steel_plate:6; bio_plastic:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back bottom,,,,,S,assets/parts/propulsion/SM_PRO_AerodynamicFairing_NoseCone_LG.blend,export/parts/propulsion/SM_PRO_AerodynamicFairing_NoseCone_LG.fbx,Not started,,Shares the Round Slope profile.
SM_PRO_AerodynamicFairing_NoseCone_SG,PRO-023,block.propulsion.aerodynamic_fairing,Aerodynamic Fairing,Nose Cone,PRO,Launch Hardware,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,12,40,0,steel_plate:1; bio_plastic:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back bottom,,,,,XS,assets/parts/propulsion/SM_PRO_AerodynamicFairing_NoseCone_SG.blend,export/parts/propulsion/SM_PRO_AerodynamicFairing_NoseCone_SG.fbx,Not started,,Shares the Round Slope profile.
SM_MEC_Rotor_LG,MEC-001,block.mechanical.rotor,Rotor,,MEC,Rotation,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,1200,2000,-10,steel_plate:15; construction_component:10; large_tube:4; motor:4; computer:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_AttachTop_Top_01,"Rotor head: rotates about Z, unlimited",Lock indicator,S,assets/parts/mechanical/SM_MEC_Rotor_LG.blend,export/parts/mechanical/SM_MEC_Rotor_LG.fbx,Not started,,Two assets per grid: the base (this part) and SM_MEC_RotorHead_*.
SM_MEC_Rotor_SG,MEC-001,block.mechanical.rotor,Rotor,,MEC,Rotation,SG,1×1×1,0.50x0.50x0.50,T2,IND,M,60,200,-1,steel_plate:2; construction_component:2; large_tube:1; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_AttachTop_Top_01,"Rotor head: rotates about Z, unlimited",Lock indicator,XS,assets/parts/mechanical/SM_MEC_Rotor_SG.blend,export/parts/mechanical/SM_MEC_Rotor_SG.fbx,Not started,,Two assets per grid: the base (this part) and SM_MEC_RotorHead_*.
SM_MEC_AdvancedRotor_LG,MEC-002,block.mechanical.advanced_rotor,Advanced Rotor,,MEC,Rotation,LG,1×1×1,2.50x2.50x2.50,T3,IND,M,1600,2400,-12,steel_plate:20; construction_component:12; large_tube:6; motor:6; computer:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_AttachTop_Top_01 SOCKET_ConveyorLarge_Bottom_01 SOCKET_ConveyorLarge_Top_01,Rotor head: rotates about Z,,S,assets/parts/mechanical/SM_MEC_AdvancedRotor_LG.blend,export/parts/mechanical/SM_MEC_AdvancedRotor_LG.fbx,Not started,,Ring bearing with a visible open core.
SM_MEC_AdvancedRotor_SG,MEC-002,block.mechanical.advanced_rotor,Advanced Rotor,,MEC,Rotation,SG,1×1×1,0.50x0.50x0.50,T3,IND,M,80,240,-1.2,steel_plate:3; construction_component:2; large_tube:1; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_AttachTop_Top_01 SOCKET_ConveyorLarge_Bottom_01 SOCKET_ConveyorLarge_Top_01,Rotor head: rotates about Z,,XS,assets/parts/mechanical/SM_MEC_AdvancedRotor_SG.blend,export/parts/mechanical/SM_MEC_AdvancedRotor_SG.fbx,Not started,,Ring bearing with a visible open core.
SM_MEC_Hinge_LG,MEC-003,block.mechanical.hinge,Hinge,,MEC,Rotation,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,1000,1800,-8,steel_plate:12; construction_component:10; large_tube:4; motor:4; computer:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_AttachTop_Top_01,"Hinge leaf: rotates about Y, ±90°",,S,assets/parts/mechanical/SM_MEC_Hinge_LG.blend,export/parts/mechanical/SM_MEC_Hinge_LG.fbx,Not started,,Knuckle hinge with a visible pin.
SM_MEC_Hinge_SG,MEC-003,block.mechanical.hinge,Hinge,,MEC,Rotation,SG,1×1×1,0.50x0.50x0.50,T2,IND,M,50,180,-0.8,steel_plate:2; construction_component:2; large_tube:1; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_AttachTop_Top_01,"Hinge leaf: rotates about Y, ±90°",,XS,assets/parts/mechanical/SM_MEC_Hinge_SG.blend,export/parts/mechanical/SM_MEC_Hinge_SG.fbx,Not started,,Knuckle hinge with a visible pin.
SM_MEC_Piston_LG,MEC-004,block.mechanical.piston,Piston,,MEC,Linear,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,1400,2000,-12,steel_plate:15; construction_component:10; large_tube:4; motor:4; computer:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_AttachTop_Top_01,Telescoping sections ×3 | Piston head,,S,assets/parts/mechanical/SM_MEC_Piston_LG.blend,export/parts/mechanical/SM_MEC_Piston_LG.fbx,Not started,,Collapsed length fits the cell; each section is a separate PART_ mesh.
SM_MEC_Piston_SG,MEC-004,block.mechanical.piston,Piston,,MEC,Linear,SG,1×1×1,0.50x0.50x0.50,T2,IND,M,70,200,-1,steel_plate:2; construction_component:2; large_tube:1; motor:1; computer:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom,,SOCKET_AttachTop_Top_01,Telescoping sections ×3 | Piston head,,XS,assets/parts/mechanical/SM_MEC_Piston_SG.blend,export/parts/mechanical/SM_MEC_Piston_SG.fbx,Not started,,Collapsed length fits the cell; each section is a separate PART_ mesh.
SM_MEC_MergeBlock_LG,MEC-005,block.mechanical.merge_block,Merge Block,,MEC,Joining,LG,1×1×1,2.50x2.50x2.50,T2,IND,S,900,1500,-0.5,steel_plate:12; construction_component:15; motor:2; large_tube:6; computer:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,,,Alignment arrows (yellow → green),S,assets/parts/mechanical/SM_MEC_MergeBlock_LG.blend,export/parts/mechanical/SM_MEC_MergeBlock_LG.fbx,Not started,,The merge face has a clear alignment arrow; the opposite face is plain.
SM_MEC_MergeBlock_SG,MEC-005,block.mechanical.merge_block,Merge Block,,MEC,Joining,SG,1×1×1,0.50x0.50x0.50,T2,IND,S,40,120,-0.05,steel_plate:2; construction_component:2; motor:1; large_tube:1; computer:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,,,Alignment arrows (yellow → green),XS,assets/parts/mechanical/SM_MEC_MergeBlock_SG.blend,export/parts/mechanical/SM_MEC_MergeBlock_SG.fbx,Not started,,The merge face has a clear alignment arrow; the opposite face is plain.
SM_MEC_HabitatRingBearing_LG,MEC-006,block.mechanical.habitat_ring_bearing,Habitat Ring Bearing,,MEC,Rotation,LG,3×3×3,7.50x7.50x7.50,T3,IND,L,30000,12000,-200,steel_plate:300; large_tube:40; motor:60; computer:10; superconductor:10,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom top,front back left right top bottom,SOCKET_AttachTop_Top_01 SOCKET_Air_Top_01 SOCKET_Air_Bottom_01 SOCKET_ConveyorLarge_Top_01 SOCKET_ConveyorLarge_Bottom_01,Outer race: rotates about Z,Rotation-speed ring lights,M,assets/parts/mechanical/SM_MEC_HabitatRingBearing_LG.blend,export/parts/mechanical/SM_MEC_HabitatRingBearing_LG.fbx,Not started,,A walkable 2.5 m core tunnel through the bearing; ladder rungs inside.
SM_CTL_FlightSeat_LG,CTL-001,block.control.flight_seat,Flight Seat,,CTL,Seats & Cockpits,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,400,500,0,interior_plate:20; construction_component:20; motor:1; display:4; computer:20,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom back,,SOCKET_Seat_Center_01 SOCKET_Lcd_Front_01 SOCKET_Interact_Center_01,,Control screens,S,assets/parts/control/SM_CTL_FlightSeat_LG.blend,export/parts/control/SM_CTL_FlightSeat_LG.fbx,Not started,,"Joystick + throttle meshes animate with input (PART_Stick, PART_Throttle)."
SM_CTL_FlightSeat_SG,CTL-001,block.control.flight_seat,Flight Seat,,CTL,Seats & Cockpits,SG,1×2×2,0.50x1.00x1.00,T1,IND,M,60,100,0,interior_plate:3; construction_component:3; motor:1; display:1; computer:3,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,bottom back,,SOCKET_Seat_Center_01 SOCKET_Lcd_Front_01 SOCKET_Interact_Center_01,,Control screens,S,assets/parts/control/SM_CTL_FlightSeat_SG.blend,export/parts/control/SM_CTL_FlightSeat_SG.fbx,Not started,,"Joystick + throttle meshes animate with input (PART_Stick, PART_Throttle)."
SM_CTL_IndustrialCockpit_LG,CTL-002,block.control.industrial_cockpit,Industrial Cockpit,,CTL,Seats & Cockpits,LG,3×2×3,7.50x5.00x7.50,T2,IND,L,7000,6000,0,steel_plate:30; construction_component:20; motor:2; display:10; computer:100; glass_panel:60,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,back bottom left right,front back left right top bottom,SOCKET_Seat_Center_01 SOCKET_Seat_Center_02 SOCKET_Lcd_Front_01 SOCKET_Lcd_Front_02 SOCKET_Lcd_Front_03 SOCKET_Lcd_Front_04 SOCKET_Interact_Center_01 SOCKET_Light_Top_01,,Instrument panels | Cabin light,M,assets/parts/control/SM_CTL_IndustrialCockpit_LG.blend,export/parts/control/SM_CTL_IndustrialCockpit_LG.fbx,Not started,,Interior is fully modeled (first-person). Glass uses the cockpit glass material with dirt and condensation.
SM_CTL_IndustrialCockpit_SG,CTL-002,block.control.industrial_cockpit,Industrial Cockpit,,CTL,Seats & Cockpits,SG,3×3×4,1.50x1.50x2.00,T2,IND,L,800,800,0,steel_plate:4; construction_component:3; motor:1; display:2; computer:15; glass_panel:9,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,back bottom left right,front back left right top bottom,SOCKET_Seat_Center_01 SOCKET_Seat_Center_02 SOCKET_Lcd_Front_01 SOCKET_Lcd_Front_02 SOCKET_Lcd_Front_03 SOCKET_Lcd_Front_04 SOCKET_Interact_Center_01 SOCKET_Light_Top_01,,Instrument panels | Cabin light,S,assets/parts/control/SM_CTL_IndustrialCockpit_SG.blend,export/parts/control/SM_CTL_IndustrialCockpit_SG.fbx,Not started,,Interior is fully modeled (first-person). Glass uses the cockpit glass material with dirt and condensation.
SM_CTL_FighterCockpit_SG,CTL-003,block.control.fighter_cockpit,Fighter Cockpit,,CTL,Seats & Cockpits,SG,3×3×5,1.50x1.50x2.50,T2,IND,L,900,900,0,steel_plate:20; construction_component:20; motor:1; display:4; computer:20; glass_panel:20,5000,2500,1000,300,3,12,Trim sheets + one 2K unique atlas,1024,back bottom,front back left right top bottom,SOCKET_Seat_Center_01 SOCKET_Lcd_Front_01 SOCKET_Lcd_Front_02 SOCKET_Lcd_Front_03 SOCKET_Interact_Center_01,Canopy: hinges back 70°,HUD glass projection | Instrument panels,S,assets/parts/control/SM_CTL_FighterCockpit_SG.blend,export/parts/control/SM_CTL_FighterCockpit_SG.fbx,Not started,,HUD projection plane on the canopy (lcd socket).
SM_CTL_CapsuleCockpit_LG,CTL-004,block.control.capsule_cockpit,Capsule Cockpit,,CTL,Seats & Cockpits,LG,3×2×3,7.50x5.00x7.50,T1,IND,XL,6500,5000,0,steel_plate:40; heat_shield_tile:30; interior_plate:20; display:8; computer:40; glass_panel:6,40000,20000,8000,2400,4,24,4K unique texture set + trim sheets,512,bottom top,front back left right top bottom,SOCKET_Seat_Center_01 SOCKET_Seat_Center_02 SOCKET_Seat_Center_03 SOCKET_Seat_Center_04 SOCKET_Seat_Center_05 SOCKET_Seat_Center_06 SOCKET_Lcd_Front_01 SOCKET_Lcd_Front_02 SOCKET_Lcd_Front_03 SOCKET_Interact_Center_01 SOCKET_Light_Top_01,,Instrument panels | Warning lights,M,assets/parts/control/SM_CTL_CapsuleCockpit_LG.blend,export/parts/control/SM_CTL_CapsuleCockpit_LG.fbx,Not started,,Hero asset. The six seats face up (launch posture). Hand-painted Kestrel mission patch and crew-signature decals.
SM_CTL_PassengerSeat_LG,CTL-005,block.control.passenger_seat,Passenger Seat,,CTL,Seats & Cockpits,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,150,300,0,interior_plate:10; construction_component:6; fabric:4,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,bottom back,,SOCKET_Seat_Center_01,,,S,assets/parts/control/SM_CTL_PassengerSeat_LG.blend,export/parts/control/SM_CTL_PassengerSeat_LG.fbx,Not started,,5-point harness; padded shell.
SM_CTL_PassengerSeat_SG,CTL-005,block.control.passenger_seat,Passenger Seat,,CTL,Seats & Cockpits,SG,1×2×2,0.50x1.00x1.00,T1,IND,S,30,60,0,interior_plate:2; construction_component:1; fabric:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,bottom back,,SOCKET_Seat_Center_01,,,S,assets/parts/control/SM_CTL_PassengerSeat_SG.blend,export/parts/control/SM_CTL_PassengerSeat_SG.fbx,Not started,,5-point harness; padded shell.
SM_CTL_BridgeConsole_LG,CTL-006,block.control.bridge_console,Bridge Console,,CTL,Consoles,LG,2×1×1,5.00x2.50x2.50,T3,IND,L,900,1200,-2,interior_plate:20; computer:60; display:12; construction_component:10,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Seat_Center_01 SOCKET_Lcd_Front_01 SOCKET_Lcd_Front_02 SOCKET_Lcd_Front_03 SOCKET_Interact_Center_01 SOCKET_Projector_Top_01,,Three curved screens | Button backlights,M,assets/parts/control/SM_CTL_BridgeConsole_LG.blend,export/parts/control/SM_CTL_BridgeConsole_LG.fbx,Not started,,Curved desk with a holo emitter on top.
SM_CTL_HoloMapTable_LG,CTL-007,block.control.holo_map_table,Holo Map Table,,CTL,Consoles,LG,2×1×2,5.00x2.50x5.00,T3,IND,L,1200,1000,-4,interior_plate:20; computer:40; display:4; detector_component:4,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,bottom,,SOCKET_Projector_Top_01 SOCKET_Work_Front_01 SOCKET_Work_Front_02 SOCKET_Work_Front_03 SOCKET_Work_Front_04 SOCKET_Interact_Front_01,,Table edge lights | Hologram (VFX),M,assets/parts/control/SM_CTL_HoloMapTable_LG.blend,export/parts/control/SM_CTL_HoloMapTable_LG.fbx,Not started,,Round table; the hologram volume is 3 m tall above it.
SM_CTL_GuidanceComputer_LG,CTL-008,block.control.guidance_computer,Guidance Computer,,CTL,Automation,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,200,400,-1,interior_plate:4; computer:20; display:2; radio_component:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,SOCKET_Interact_Front_01 SOCKET_Lcd_Front_01,,Status display,S,assets/parts/control/SM_CTL_GuidanceComputer_LG.blend,export/parts/control/SM_CTL_GuidanceComputer_LG.fbx,Not started,,Rack-mounted flight computer with a small screen and blinking status LEDs.
SM_CTL_GuidanceComputer_SG,CTL-008,block.control.guidance_computer,Guidance Computer,,CTL,Automation,SG,1×1×1,0.50x0.50x0.50,T1,IND,M,20,60,-0.1,interior_plate:1; computer:3; display:1; radio_component:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,front back left right top bottom,front back left right top bottom,SOCKET_Interact_Front_01 SOCKET_Lcd_Front_01,,Status display,XS,assets/parts/control/SM_CTL_GuidanceComputer_SG.blend,export/parts/control/SM_CTL_GuidanceComputer_SG.fbx,Not started,,Rack-mounted flight computer with a small screen and blinking status LEDs.
